ftitle,fsubtitle,btitle,bsubtitle,audio
破片,(はへん),"fragment,splinter,broken piece",,[sound:破片.wav]
"fragment,splinter,broken piece",,破片,(はへん),[sound:破片.wav]
歯磨き,(はみがき),"dentifrice,toothpaste",,[sound:歯磨き.wav]
"dentifrice,toothpaste",,歯磨き,(はみがき),[sound:歯磨き.wav]
はめる,,"(col) to get in,to insert,to put on,to make love",,[sound:はめる.wav]
"(col) to get in,to insert,to put on,to make love",,はめる,,[sound:はめる.wav]
早口,(はやくち),fast-talking,,[sound:早口.wav]
fast-talking,,早口,(はやくち),[sound:早口.wav]
流行る,(はやる),"to flourish,to thrive,to be popular,to come into fashion",,[sound:流行る.wav]
"to flourish,to thrive,to be popular,to come into fashion",,流行る,(はやる),[sound:流行る.wav]
払い込む,(はらいこむ),"to deposit,to pay in",,[sound:払い込む.wav]
"to deposit,to pay in",,払い込む,(はらいこむ),[sound:払い込む.wav]
払い戻す,(はらいもどす),"to repay,to pay back",,[sound:払い戻す.wav]
"to repay,to pay back",,払い戻す,(はらいもどす),[sound:払い戻す.wav]
バランス,,balance,,[sound:バランス.wav]
balance,,バランス,,[sound:バランス.wav]
針金,(はりがね),wire,,[sound:針金.wav]
wire,,針金,(はりがね),[sound:針金.wav]
張り切る,(はりきる),"to be in high spirits,to be full of vigor",,[sound:張り切る.wav]
"to be in high spirits,to be full of vigor",,張り切る,(はりきる),[sound:張り切る.wav]
反映,(はんえい),"reflection,influence",,[sound:反映.wav]
"reflection,influence",,反映,(はんえい),[sound:反映.wav]
半径,(はんけい),radius,,[sound:半径.wav]
radius,,半径,(はんけい),[sound:半径.wav]
判子,(はんこ),seal (used for signature),,[sound:判子.wav]
seal (used for signature),,判子,(はんこ),[sound:判子.wav]
万歳,(ばんざい),"hurrah, cheers",,[sound:万歳.wav]
"hurrah, cheers",,万歳,(ばんざい),[sound:万歳.wav]
判事,(はんじ),"judge,judiciary",,[sound:判事.wav]
"judge,judiciary",,判事,(はんじ),[sound:判事.wav]
反省,(はんせい),"reflection,reconsideration,introspection,meditation,contemplation",,[sound:反省.wav]
"reflection,reconsideration,introspection,meditation,contemplation",,反省,(はんせい),[sound:反省.wav]
番地,(ばんち),"house number,address",,[sound:番地.wav]
"house number,address",,番地,(ばんち),[sound:番地.wav]
パンツ,,underpants,,[sound:パンツ.wav]
underpants,,パンツ,,[sound:パンツ.wav]
バンド,,band,,[sound:バンド.wav]
band,,バンド,,[sound:バンド.wav]
半島,(はんとう),peninsula,,[sound:半島.wav]
peninsula,,半島,(はんとう),[sound:半島.wav]
ハンドル,,"handle,steering wheel",,[sound:ハンドル.wav]
"handle,steering wheel",,ハンドル,,[sound:ハンドル.wav]
日当たり,(ひあたり),"exposure to the sun,sunny place",,[sound:日当たり.wav]
"exposure to the sun,sunny place",,日当たり,(ひあたり),[sound:日当たり.wav]
日帰り,(ひがえり),day trip,,[sound:日帰り.wav]
day trip,,日帰り,(ひがえり),[sound:日帰り.wav]
比較的,(ひかくてき),"comparatively,relatively",,[sound:比較的.wav]
"comparatively,relatively",,比較的,(ひかくてき),[sound:比較的.wav]
日陰,(ひかげ),shadow,,[sound:日陰.wav]
shadow,,日陰,(ひかげ),[sound:日陰.wav]
ぴかぴか,,"glitter,sparkle",,[sound:ぴかぴか.wav]
"glitter,sparkle",,ぴかぴか,,[sound:ぴかぴか.wav]
引受る,(ひきうける),"to undertake,to take up,to take over",,[sound:引受る.wav]
"to undertake,to take up,to take over",,引受る,(ひきうける),[sound:引受る.wav]
引返す,(ひきかえす),"to repeat,to send back,to bring back",,[sound:引返す.wav]
"to repeat,to send back,to bring back",,引返す,(ひきかえす),[sound:引返す.wav]
引算,(ひきざん),subtraction,,[sound:引算.wav]
subtraction,,引算,(ひきざん),[sound:引算.wav]
引出す,(ひきだす),"to pull out,to take out,to draw out,to withdraw",,[sound:引出す.wav]
"to pull out,to take out,to draw out,to withdraw",,引出す,(ひきだす),[sound:引出す.wav]
引き止める,(ひきとめる),"to detain,to check,to restrain",,[sound:引き止める.wav]
"to detain,to check,to restrain",,引き止める,(ひきとめる),[sound:引き止める.wav]
卑怯,(ひきょう),"cowardice,meanness,unfairness",,[sound:卑怯.wav]
"cowardice,meanness,unfairness",,卑怯,(ひきょう),[sound:卑怯.wav]
引分け,(ひきわけ),"a draw (in competition),tie game",,[sound:引分け.wav]
"a draw (in competition),tie game",,引分け,(ひきわけ),[sound:引分け.wav]
陽射,(ひざし),"sunlight,rays of the sun",,[sound:陽射.wav]
"sunlight,rays of the sun",,陽射,(ひざし),[sound:陽射.wav]
肘,(ひじ),elbow,,[sound:肘.wav]
elbow,,肘,(ひじ),[sound:肘.wav]
ピストル,,pistol,,[sound:ピストル.wav]
pistol,,ピストル,,[sound:ピストル.wav]
ビタミン,,vitamin,,[sound:ビタミン.wav]
vitamin,,ビタミン,,[sound:ビタミン.wav]
ぴたり,,,,[sound:ぴたり.wav]
,,ぴたり,,[sound:ぴたり.wav]
引っ掛かる,(ひっかかる),"to be caught in,to be stuck in,to be cheated",,[sound:引っ掛かる.wav]
"to be caught in,to be stuck in,to be cheated",,引っ掛かる,(ひっかかる),[sound:引っ掛かる.wav]
筆記,(ひっき),"(taking) notes,copying",,[sound:筆記.wav]
"(taking) notes,copying",,筆記,(ひっき),[sound:筆記.wav]
引っ繰り返す,(ひっくりかえす),"to turn over,to overturn,to knock over,to upset,to turn inside out",,[sound:引っ繰り返す.wav]
"to turn over,to overturn,to knock over,to upset,to turn inside out",,引っ繰り返す,(ひっくりかえす),[sound:引っ繰り返す.wav]
引っ繰り返る,(ひっくりかえる),"to be overturned,to be upset,to topple over,to be reversed",,[sound:引っ繰り返る.wav]
"to be overturned,to be upset,to topple over,to be reversed",,引っ繰り返る,(ひっくりかえる),[sound:引っ繰り返る.wav]
引越し,(ひっこし),"moving (dwelling etc.),changing residence",,[sound:引越し.wav]
"moving (dwelling etc.),changing residence",,引越し,(ひっこし),[sound:引越し.wav]
引っ込む,(ひっこむ),"to draw back,to sink,to cave in",,[sound:引っ込む.wav]
"to draw back,to sink,to cave in",,引っ込む,(ひっこむ),[sound:引っ込む.wav]
筆者,(ひっしゃ),"writer,author",,[sound:筆者.wav]
"writer,author",,筆者,(ひっしゃ),[sound:筆者.wav]
必需品,(ひつじゅひん),"necessities,necessary article,requisite,essential",,[sound:必需品.wav]
"necessities,necessary article,requisite,essential",,必需品,(ひつじゅひん),[sound:必需品.wav]
人差指,(ひとさしゆび),index finger,,[sound:人差指.wav]
index finger,,人差指,(ひとさしゆび),[sound:人差指.wav]
一通り,(ひととおり),"ordinary,usual,in general,briefly",,[sound:一通り.wav]
"ordinary,usual,in general,briefly",,一通り,(ひととおり),[sound:一通り.wav]
人通り,(ひとどおり),pedestrian traffic,,[sound:人通り.wav]
pedestrian traffic,,人通り,(ひとどおり),[sound:人通り.wav]
ひとまず,,"for the present,once,in outline",,[sound:ひとまず.wav]
"for the present,once,in outline",,ひとまず,,[sound:ひとまず.wav]
瞳,(ひとみ),pupil (of eye),,[sound:瞳.wav]
pupil (of eye),,瞳,(ひとみ),[sound:瞳.wav]
一休み,(ひとやすみ),a rest,,[sound:一休み.wav]
a rest,,一休み,(ひとやすみ),[sound:一休み.wav]
独り言,(ひとりごと),"a soliloquy,a monologue,speaking to oneself",,[sound:独り言.wav]
"a soliloquy,a monologue,speaking to oneself",,独り言,(ひとりごと),[sound:独り言.wav]
ひとりでに,,"by itself,automatically,naturally",,[sound:ひとりでに.wav]
"by itself,automatically,naturally",,ひとりでに,,[sound:ひとりでに.wav]
ビニール,,vinyl,,[sound:ビニール.wav]
vinyl,,ビニール,,[sound:ビニール.wav]
皮肉,(ひにく),"cynicism,sarcasm",,[sound:皮肉.wav]
"cynicism,sarcasm",,皮肉,(ひにく),[sound:皮肉.wav]
日日,(ひにち),"every day,daily,day after day",,[sound:日日.wav]
"every day,daily,day after day",,日日,(ひにち),[sound:日日.wav]
捻る,(ひねる),"to turn (a switch) on or off,to twist,to puzzle over",,[sound:捻る.wav]
"to turn (a switch) on or off,to twist,to puzzle over",,捻る,(ひねる),[sound:捻る.wav]
日の入り,(ひのいり),sunset,,[sound:日の入り.wav]
sunset,,日の入り,(ひのいり),[sound:日の入り.wav]
日の出,(ひので),sunrise,,[sound:日の出.wav]
sunrise,,日の出,(ひので),[sound:日の出.wav]
響き,(ひびき),"echo,sound,reverberation,noise",,[sound:響き.wav]
"echo,sound,reverberation,noise",,響き,(ひびき),[sound:響き.wav]
響く,(ひびく),to resound,,[sound:響く.wav]
to resound,,響く,(ひびく),[sound:響く.wav]
皮膚,(ひふ),skin,,[sound:皮膚.wav]
skin,,皮膚,(ひふ),[sound:皮膚.wav]
冷やす,(ひやす),"to cool,to refrigerate",,[sound:冷やす.wav]
"to cool,to refrigerate",,冷やす,(ひやす),[sound:冷やす.wav]
ひゃっかじてん,,encyclopedia,,[sound:ひゃっかじてん.wav]
encyclopedia,,ひゃっかじてん,,[sound:ひゃっかじてん.wav]
美容,(びよう),beauty of figure or form,,[sound:美容.wav]
beauty of figure or form,,美容,(びよう),[sound:美容.wav]
表紙,(ひょうし),"front cover,binding",,[sound:表紙.wav]
"front cover,binding",,表紙,(ひょうし),[sound:表紙.wav]
標識,(ひょうしき),"sign,mark",,[sound:標識.wav]
"sign,mark",,標識,(ひょうしき),[sound:標識.wav]
標準,(ひょうじゅん),"standard,level",,[sound:標準.wav]
"standard,level",,標準,(ひょうじゅん),[sound:標準.wav]
標本,(ひょうほん),"example,specimen",,[sound:標本.wav]
"example,specimen",,標本,(ひょうほん),[sound:標本.wav]
評論,(ひょうろん),"criticism,critique",,[sound:評論.wav]
"criticism,critique",,評論,(ひょうろん),[sound:評論.wav]
平仮名,(ひらがな),"hiragana,47 syllables,the cursive syllabary",,[sound:平仮名.wav]
"hiragana,47 syllables,the cursive syllabary",,平仮名,(ひらがな),[sound:平仮名.wav]
ビルディング,,building,,[sound:ビルディング.wav]
building,,ビルディング,,[sound:ビルディング.wav]
昼寝,(ひるね),"nap (at home),siesta",,[sound:昼寝.wav]
"nap (at home),siesta",,昼寝,(ひるね),[sound:昼寝.wav]
広げる,(ひろげる),"to spread,to extend,to expand,to enlarge",,[sound:広げる.wav]
"to spread,to extend,to expand,to enlarge",,広げる,(ひろげる),[sound:広げる.wav]
広さ,(ひろさ),extent,,[sound:広さ.wav]
extent,,広さ,(ひろさ),[sound:広さ.wav]
広場,(ひろば),plaza,,[sound:広場.wav]
plaza,,広場,(ひろば),[sound:広場.wav]
広々,(ひろびろ),"extensive,spacious",,[sound:広々.wav]
"extensive,spacious",,広々,(ひろびろ),[sound:広々.wav]
広める,(ひろめる),"to broaden,to propagate",,[sound:広める.wav]
"to broaden,to propagate",,広める,(ひろめる),[sound:広める.wav]
ピンク,,pink,,[sound:ピンク.wav]
pink,,ピンク,,[sound:ピンク.wav]
便箋,(びんせん),"writing paper,stationery",,[sound:便箋.wav]
"writing paper,stationery",,便箋,(びんせん),[sound:便箋.wav]
瓶詰,(びんづめ),"bottling,bottled",,[sound:瓶詰.wav]
"bottling,bottled",,瓶詰,(びんづめ),[sound:瓶詰.wav]
ファスナー,,"fastener,zipper",,[sound:ファスナー.wav]
"fastener,zipper",,ファスナー,,[sound:ファスナー.wav]
風船,(ふうせん),balloon,,[sound:風船.wav]
balloon,,風船,(ふうせん),[sound:風船.wav]
不運,(ふうん),"unlucky,misfortune,bad luck,fate",,[sound:不運.wav]
"unlucky,misfortune,bad luck,fate",,不運,(ふうん),[sound:不運.wav]
殖える,(ふえる),"to increase,to multiply",,[sound:殖える.wav]
"to increase,to multiply",,殖える,(ふえる),[sound:殖える.wav]
深まる,(ふかまる),"to deepen,to heighten,to intensify",,[sound:深まる.wav]
"to deepen,to heighten,to intensify",,深まる,(ふかまる),[sound:深まる.wav]
不規則,(ふきそく),"irregularity,unsteadiness,disorderly",,[sound:不規則.wav]
"irregularity,unsteadiness,disorderly",,不規則,(ふきそく),[sound:不規則.wav]
普及,(ふきゅう),"diffusion,spread",,[sound:普及.wav]
"diffusion,spread",,普及,(ふきゅう),[sound:普及.wav]
付近,(ふきん),"neighbourhood,vicinity,environs",,[sound:付近.wav]
"neighbourhood,vicinity,environs",,付近,(ふきん),[sound:付近.wav]
拭く,(ふく),"to wipe,to dry",,[sound:拭く.wav]
"to wipe,to dry",,拭く,(ふく),[sound:拭く.wav]
副詞,(ふくし),adverb,,[sound:副詞.wav]
adverb,,副詞,(ふくし),[sound:副詞.wav]
複写,(ふくしゃ),"copy,duplicate",,[sound:複写.wav]
"copy,duplicate",,複写,(ふくしゃ),[sound:複写.wav]
複数,(ふくすう),"plural,multiple",,[sound:複数.wav]
"plural,multiple",,複数,(ふくすう),[sound:複数.wav]
含める,(ふくめる),"to include,to instruct,to make one understand",,[sound:含める.wav]
"to include,to instruct,to make one understand",,含める,(ふくめる),[sound:含める.wav]
膨らます,(ふくらます),"to swell,to expand,to inflate,to bulge",,[sound:膨らます.wav]
"to swell,to expand,to inflate,to bulge",,膨らます,(ふくらます),[sound:膨らます.wav]
膨らむ,(ふくらむ),"to expand,to swell (out),to get big,to become inflated",,[sound:膨らむ.wav]
"to expand,to swell (out),to get big,to become inflated",,膨らむ,(ふくらむ),[sound:膨らむ.wav]
不潔,(ふけつ),"unclean,dirty,filthy,impure",,[sound:不潔.wav]
"unclean,dirty,filthy,impure",,不潔,(ふけつ),[sound:不潔.wav]
更ける,(ふける),"to get late,to advance,to wear on",,[sound:更ける.wav]
"to get late,to advance,to wear on",,更ける,(ふける),[sound:更ける.wav]
符号,(ふごう),"sign,mark,symbol",,[sound:符号.wav]
"sign,mark,symbol",,符号,(ふごう),[sound:符号.wav]
夫妻,(ふさい),"man and wife,married couple",,[sound:夫妻.wav]
"man and wife,married couple",,夫妻,(ふさい),[sound:夫妻.wav]
塞がる,(ふさがる),"to be plugged up,to be shut up",,[sound:塞がる.wav]
"to be plugged up,to be shut up",,塞がる,(ふさがる),[sound:塞がる.wav]
塞ぐ,(ふさぐ),"to stop up,to close up,to block (up)",,[sound:塞ぐ.wav]
"to stop up,to close up,to block (up)",,塞ぐ,(ふさぐ),[sound:塞ぐ.wav]
ふざける,,"to romp,to gambol,to frolic,to joke",,[sound:ふざける.wav]
"to romp,to gambol,to frolic,to joke",,ふざける,,[sound:ふざける.wav]
無沙汰,(ぶさた),neglecting to stay in contact,,[sound:無沙汰.wav]
neglecting to stay in contact,,無沙汰,(ぶさた),[sound:無沙汰.wav]
武士,(ぶし),"warrior,samurai",,[sound:武士.wav]
"warrior,samurai",,武士,(ぶし),[sound:武士.wav]
部首,(ぶしゅ),radical (of a kanji character),,[sound:部首.wav]
radical (of a kanji character),,部首,(ぶしゅ),[sound:部首.wav]
襖,(ふすま),sliding screen,,[sound:襖.wav]
sliding screen,,襖,(ふすま),[sound:襖.wav]
附属,(ふぞく),"attached,belonging,affiliated",,[sound:附属.wav]
"attached,belonging,affiliated",,附属,(ふぞく),[sound:附属.wav]
蓋,(ふた),"cover,lid,cap",,[sound:蓋.wav]
"cover,lid,cap",,蓋,(ふた),[sound:蓋.wav]
不通,(ふつう),"suspension,interruption,stoppage,tie-up,cessation",,[sound:不通.wav]
"suspension,interruption,stoppage,tie-up,cessation",,不通,(ふつう),[sound:不通.wav]
ぶつかる,,"to strike,to collide with",,[sound:ぶつかる.wav]
"to strike,to collide with",,ぶつかる,,[sound:ぶつかる.wav]
ぶつける,,"to knock,to run into,to nail on,to strike hard,to hit and attack",,[sound:ぶつける.wav]
"to knock,to run into,to nail on,to strike hard,to hit and attack",,ぶつける,,[sound:ぶつける.wav]
物騒,(ぶっそう),"dangerous,disturbed,insecure",,[sound:物騒.wav]
"dangerous,disturbed,insecure",,物騒,(ぶっそう),[sound:物騒.wav]
ぶつぶつ,,"grumbling,complaining in a small voice",,[sound:ぶつぶつ.wav]
"grumbling,complaining in a small voice",,ぶつぶつ,,[sound:ぶつぶつ.wav]
船便,(ふなびん),surface mail (ship),,[sound:船便.wav]
surface mail (ship),,船便,(ふなびん),[sound:船便.wav]
部品,(ぶひん),"parts,accessories",,[sound:部品.wav]
"parts,accessories",,部品,(ぶひん),[sound:部品.wav]
吹雪,(ふぶき),snow storm,,[sound:吹雪.wav]
snow storm,,吹雪,(ふぶき),[sound:吹雪.wav]
父母,(ふぼ),"father and mother,parents",,[sound:父母.wav]
"father and mother,parents",,父母,(ふぼ),[sound:父母.wav]
踏切,(ふみきり),"railway crossing,level crossing,starting line,scratch,crossover",,[sound:踏切.wav]
"railway crossing,level crossing,starting line,scratch,crossover",,踏切,(ふみきり),[sound:踏切.wav]
麓,(ふもと),"the foot,the bottom,the base (of a mountain)",,[sound:麓.wav]
"the foot,the bottom,the base (of a mountain)",,麓,(ふもと),[sound:麓.wav]
増やす,(ふやす),"to increase,to add to,to augment",,[sound:増やす.wav]
"to increase,to add to,to augment",,増やす,(ふやす),[sound:増やす.wav]
殖やす,(ふやす),"to increase,to add to,to augment",,[sound:殖やす.wav]
"to increase,to add to,to augment",,殖やす,(ふやす),[sound:殖やす.wav]
フライパン,,"fry pan,frying pan",,[sound:フライパン.wav]
"fry pan,frying pan",,フライパン,,[sound:フライパン.wav]
ブラウス,,blouse,,[sound:ブラウス.wav]
blouse,,ブラウス,,[sound:ブラウス.wav]
ぶらさげる,,"to hang,to suspend,to dangle,to swing",,[sound:ぶらさげる.wav]
"to hang,to suspend,to dangle,to swing",,ぶらさげる,,[sound:ぶらさげる.wav]
ブラシ,,"brushy,brush",,[sound:ブラシ.wav]
"brushy,brush",,ブラシ,,[sound:ブラシ.wav]
プラスチック,,plastic,,[sound:プラスチック.wav]
plastic,,プラスチック,,[sound:プラスチック.wav]
プラットホーム,,platform,,[sound:プラットホーム.wav]
platform,,プラットホーム,,[sound:プラットホーム.wav]
フリー,,free,,[sound:フリー.wav]
free,,フリー,,[sound:フリー.wav]
振り仮名,(ふりがな),",pronunciation key",,[sound:振り仮名.wav]
",pronunciation key",,振り仮名,(ふりがな),[sound:振り仮名.wav]
プリント,,"print,handout",,[sound:プリント.wav]
"print,handout",,プリント,,[sound:プリント.wav]
振舞う,(ふるまう),"to behave,to conduct oneself,to entertain (vt)",,[sound:振舞う.wav]
"to behave,to conduct oneself,to entertain (vt)",,振舞う,(ふるまう),[sound:振舞う.wav]
ブローチ,,brooch,,[sound:ブローチ.wav]
brooch,,ブローチ,,[sound:ブローチ.wav]
プログラム,,program,,[sound:プログラム.wav]
program,,プログラム,,[sound:プログラム.wav]
風呂敷,(ふろしき),"wrapping cloth,cloth wrapper",,[sound:風呂敷.wav]
"wrapping cloth,cloth wrapper",,風呂敷,(ふろしき),[sound:風呂敷.wav]
ふわふわ,,"light,soft",,[sound:ふわふわ.wav]
"light,soft",,ふわふわ,,[sound:ふわふわ.wav]
噴火,(ふんか),eruption,,[sound:噴火.wav]
eruption,,噴火,(ふんか),[sound:噴火.wav]
分解,(ぶんかい),"analysis,disassembly",,[sound:分解.wav]
"analysis,disassembly",,分解,(ぶんかい),[sound:分解.wav]
文芸,(ぶんげい),"literature,art and literature,belles-lettres",,[sound:文芸.wav]
"literature,art and literature,belles-lettres",,文芸,(ぶんげい),[sound:文芸.wav]
文献,(ぶんけん),"literature,books (reference)",,[sound:文献.wav]
"literature,books (reference)",,文献,(ぶんけん),[sound:文献.wav]
噴水,(ふんすい),water fountain,,[sound:噴水.wav]
water fountain,,噴水,(ふんすい),[sound:噴水.wav]
分数,(ぶんすう),fraction (in math),,[sound:分数.wav]
fraction (in math),,分数,(ぶんすう),[sound:分数.wav]
文体,(ぶんたい),literary style,,[sound:文体.wav]
literary style,,文体,(ぶんたい),[sound:文体.wav]
分布,(ぶんぷ),distribution,,[sound:分布.wav]
distribution,,分布,(ぶんぷ),[sound:分布.wav]
文房具,(ぶんぼうぐ),stationery,,[sound:文房具.wav]
stationery,,文房具,(ぶんぼうぐ),[sound:文房具.wav]
文脈,(ぶんみゃく),context,,[sound:文脈.wav]
context,,文脈,(ぶんみゃく),[sound:文脈.wav]
分量,(ぶんりょう),"amount,quantity",,[sound:分量.wav]
"amount,quantity",,分量,(ぶんりょう),[sound:分量.wav]
分類,(ぶんるい),classification,,[sound:分類.wav]
classification,,分類,(ぶんるい),[sound:分類.wav]
閉会,(へいかい),closure,,[sound:閉会.wav]
closure,,閉会,(へいかい),[sound:閉会.wav]
平気,(へいき),"coolness,calmness,composure,unconcern",,[sound:平気.wav]
"coolness,calmness,composure,unconcern",,平気,(へいき),[sound:平気.wav]
並行,(へいこう),"(going) side by side,concurrent,abreast,at the same time",,[sound:並行.wav]
"(going) side by side,concurrent,abreast,at the same time",,並行,(へいこう),[sound:並行.wav]
平日,(へいじつ),"weekday,ordinary days",,[sound:平日.wav]
"weekday,ordinary days",,平日,(へいじつ),[sound:平日.wav]
兵隊,(へいたい),"soldier,sailor",,[sound:兵隊.wav]
"soldier,sailor",,兵隊,(へいたい),[sound:兵隊.wav]
平凡,(へいぼん),"common,commonplace,ordinary,mediocre",,[sound:平凡.wav]
"common,commonplace,ordinary,mediocre",,平凡,(へいぼん),[sound:平凡.wav]
平野,(へいや),"plain,open field",,[sound:平野.wav]
"plain,open field",,平野,(へいや),[sound:平野.wav]
凹む,(へこむ),"to be dented,to be indented,to yield to,to give,to sink,to collapse,to cave in,to be snubbed",,[sound:凹む.wav]
"to be dented,to be indented,to yield to,to give,to sink,to collapse,to cave in,to be snubbed",,凹む,(へこむ),[sound:凹む.wav]
臍,(へそ),"navel,belly-button",,[sound:臍.wav]
"navel,belly-button",,臍,(へそ),[sound:臍.wav]
隔てる,(へだてる),to be shut out,,[sound:隔てる.wav]
to be shut out,,隔てる,(へだてる),[sound:隔てる.wav]
別荘,(べっそう),"holiday house,villa",,[sound:別荘.wav]
"holiday house,villa",,別荘,(べっそう),[sound:別荘.wav]
別々,(べつべつ),"separately,individually",,[sound:別々.wav]
"separately,individually",,別々,(べつべつ),[sound:別々.wav]
ベテラン,,veteran,,[sound:ベテラン.wav]
veteran,,ベテラン,,[sound:ベテラン.wav]
ヘリコプター,,helicopter,,[sound:ヘリコプター.wav]
helicopter,,ヘリコプター,,[sound:ヘリコプター.wav]
編集,(へんしゅう),"editing,compilation,editorial (e.g. committee)",,[sound:編集.wav]
"editing,compilation,editorial (e.g. committee)",,編集,(へんしゅう),[sound:編集.wav]
便所,(べんじょ),"toilet,lavatory,rest room,latrine,comfort station",,[sound:便所.wav]
"toilet,lavatory,rest room,latrine,comfort station",,便所,(べんじょ),[sound:便所.wav]
ペンチ,,(abbr) pliers (lit: pinchers),,[sound:ペンチ.wav]
(abbr) pliers (lit: pinchers),,ペンチ,,[sound:ペンチ.wav]
望遠鏡,(ぼうえんきょう),telescope,,[sound:望遠鏡.wav]
telescope,,望遠鏡,(ぼうえんきょう),[sound:望遠鏡.wav]
方角,(ほうがく),"direction,way,compass point",,[sound:方角.wav]
"direction,way,compass point",,方角,(ほうがく),[sound:方角.wav]
箒,(ほうき),(n) broom,,[sound:箒.wav]
(n) broom,,箒,(ほうき),[sound:箒.wav]
方言,(ほうげん),dialect,,[sound:方言.wav]
dialect,,方言,(ほうげん),[sound:方言.wav]
坊さん,(ぼうさん),"Buddhist priest,monk",,[sound:坊さん.wav]
"Buddhist priest,monk",,坊さん,(ぼうさん),[sound:坊さん.wav]
防止,(ぼうし),"prevention,check",,[sound:防止.wav]
"prevention,check",,防止,(ぼうし),[sound:防止.wav]
方針,(ほうしん),"objective,plan,policy",,[sound:方針.wav]
"objective,plan,policy",,方針,(ほうしん),[sound:方針.wav]
包装,(ほうそう),"packing,wrapping",,[sound:包装.wav]
"packing,wrapping",,包装,(ほうそう),[sound:包装.wav]
法則,(ほうそく),"law,rule",,[sound:法則.wav]
"law,rule",,法則,(ほうそく),[sound:法則.wav]
包帯,(ほうたい),"bandage,dressing",,[sound:包帯.wav]
"bandage,dressing",,包帯,(ほうたい),[sound:包帯.wav]
膨大,(ぼうだい),"huge,bulky,enormous,extensive,swelling,expansion",,[sound:膨大.wav]
"huge,bulky,enormous,extensive,swelling,expansion",,膨大,(ぼうだい),[sound:膨大.wav]
庖丁,(ほうちょう),"kitchen knife,carving knife",,[sound:庖丁.wav]
"kitchen knife,carving knife",,庖丁,(ほうちょう),[sound:庖丁.wav]
方程式,(ほうていしき),equation,,[sound:方程式.wav]
equation,,方程式,(ほうていしき),[sound:方程式.wav]
防犯,(ぼうはん),prevention of crime,,[sound:防犯.wav]
prevention of crime,,防犯,(ぼうはん),[sound:防犯.wav]
方面,(ほうめん),"direction,district,field (e.g., of study)",,[sound:方面.wav]
"direction,district,field (e.g., of study)",,方面,(ほうめん),[sound:方面.wav]
坊や,(ぼうや),boy,,[sound:坊や.wav]
boy,,坊や,(ぼうや),[sound:坊や.wav]
放る,(ほうる),to let go,,[sound:放る.wav]
to let go,,放る,(ほうる),[sound:放る.wav]
ボーナス,,bonus,,[sound:ボーナス.wav]
bonus,,ボーナス,,[sound:ボーナス.wav]
朗らか,(ほがらか),"brightness,cheerfulness,melodious",,[sound:朗らか.wav]
"brightness,cheerfulness,melodious",,朗らか,(ほがらか),[sound:朗らか.wav]
牧場,(ぼくじょう),"(1) farm (livestock),(2) pasture land,meadow,grazing land",,[sound:牧場.wav]
"(1) farm (livestock),(2) pasture land,meadow,grazing land",,牧場,(ぼくじょう),[sound:牧場.wav]
牧畜,(ぼくちく),stock-farming,,[sound:牧畜.wav]
stock-farming,,牧畜,(ぼくちく),[sound:牧畜.wav]
保健,(ほけん),"health preservation,hygiene,sanitation",,[sound:保健.wav]
"health preservation,hygiene,sanitation",,保健,(ほけん),[sound:保健.wav]
募集,(ぼしゅう),"recruiting,taking applications",,[sound:募集.wav]
"recruiting,taking applications",,募集,(ぼしゅう),[sound:募集.wav]
干す,(ほす),"to air,to dry,to desiccate,to drain (off),to drink up",,[sound:干す.wav]
"to air,to dry,to desiccate,to drain (off),to drink up",,干す,(ほす),[sound:干す.wav]
ポスター,,poster,,[sound:ポスター.wav]
poster,,ポスター,,[sound:ポスター.wav]
北極,(ほっきょく),North Pole,,[sound:北極.wav]
North Pole,,北極,(ほっきょく),[sound:北極.wav]
坊っちゃん,(ぼっちゃん),son (of others),,[sound:坊っちゃん.wav]
son (of others),,坊っちゃん,(ぼっちゃん),[sound:坊っちゃん.wav]
ほどく,,to unfasten,,[sound:ほどく.wav]
to unfasten,,ほどく,,[sound:ほどく.wav]
堀,(ほり),"moat,canal",,[sound:堀.wav]
"moat,canal",,堀,(ほり),[sound:堀.wav]
掘る,(ほる),"to dig,to excavate",,[sound:掘る.wav]
"to dig,to excavate",,掘る,(ほる),[sound:掘る.wav]
彫る,(ほる),"to carve,to engrave,to sculpture,to chisel",,[sound:彫る.wav]
"to carve,to engrave,to sculpture,to chisel",,彫る,(ほる),[sound:彫る.wav]
ぼろ,,"rag,scrap,tattered clothes,fault (esp. in a pretense)",,[sound:ぼろ.wav]
"rag,scrap,tattered clothes,fault (esp. in a pretense)",,ぼろ,,[sound:ぼろ.wav]
盆,(ぼん),"Lantern Festival,Festival of the Dead,tray",,[sound:盆.wav]
"Lantern Festival,Festival of the Dead,tray",,盆,(ぼん),[sound:盆.wav]
盆地,(ぼんち),basin (e.g. between mountains),,[sound:盆地.wav]
basin (e.g. between mountains),,盆地,(ぼんち),[sound:盆地.wav]
本部,(ほんぶ),headquarters,,[sound:本部.wav]
headquarters,,本部,(ほんぶ),[sound:本部.wav]
本来,(ほんらい),"essentially,naturally,by nature",,[sound:本来.wav]
"essentially,naturally,by nature",,本来,(ほんらい),[sound:本来.wav]
まあまあ,,so-so,,[sound:まあまあ.wav]
so-so,,まあまあ,,[sound:まあまあ.wav]
枚数,(まいすう),the number of flat things,,[sound:枚数.wav]
